"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"134926","","Laajakoskentie 4 P","60.5369494986651","26.9013594220016","2","","0","","","","","0","",""
"134927","","Laajakoskentie 4 E","60.536416265044","26.9011456658804","2","","0","","","","","0","",""
"134928","","Laajakoskentie 27 I","60.5343522914291","26.9001232558416","2","","0","","","","","0","",""
"134929","","Laajakoskentie 29 L","60.5341144432261","26.8993451509863","2","","0","","","","","0","",""
"134930","","Laajakoskentie 94 I","60.5327811438864","26.8893487819267","2","","0","","","","","0","",""
"134931","","Ruununkaskenkuja 2 L","60.5328669590386","26.8891346293224","2","","0","","","","","0","",""
"134932","","Laajakoskentie 123 L","60.5342081107506","26.8847016228976","2","","0","","","","","0","",""
"134933","","Laajakoskentie 126 I","60.5342943011009","26.8843824778836","2","","0","","","","","0","",""
"134934","","Laajakoskentie 180 P","60.5379151599969","26.8786194577655","2","","0","","","","","0","",""
"134935","","Laajakoskentie 182 E","60.5380479094673","26.8784181719584","2","","0","","","","","0","",""
"134936","","Laajakoskentie 218 E","60.5409574569203","26.8757409518725","2","","0","","","","","0","",""
"134937","","Laajakoskentie 226 P","60.5417792942507","26.8752606274952","2","","0","","","","","0","",""
"134938","","Laajakoskentie 282 I","60.5474925768614","26.869568040717","2","","0","","","","","0","",""
"134939","","Laajakoskentie 286 L","60.5478543661626","26.8688099325994","2","","0","","","","","0","",""
"134940","","Laajakoskentie 328 E","60.5508838367194","26.8645602926064","2","","0","","","","","0","",""
"134941","","Laajakoskentie 328 P","60.5509480352843","26.8645413849534","2","","0","","","","","0","",""
"134942","","Laajakoskentie 419 E","60.5585842296802","26.8609597969444","2","","0","","","","","0","",""
"134943","","Laajakoskentie 476 E","60.5630427601842","26.8554154597119","2","","0","","","","","0","",""
"134944","","Laajakoskentie 480 P","60.5632904784188","26.8549977208875","2","","0","","","","","0","",""
"134945","","Laajakoskentie 508 L","60.5650912737833","26.8515427367817","2","","0","","","","","0","",""
"134946","","Laajakoskentie 516 I","60.5655250714402","26.8502963155966","2","","0","","","","","0","",""
"134947","","Laajakoskentie 540 I","60.5666476913953","26.8471202616946","2","","0","","","","","0","",""
"134948","","Laajakoskentie 546 L","60.5670276372029","26.8458392611891","2","","0","","","","","0","",""
"134949","","Laajakoskentie 582 I","60.5686015631585","26.8405448337355","2","","0","","","","","0","",""
"134950","","Laajakoskentie 590 L","60.5688557342357","26.8395527930045","2","","0","","","","","0","",""
"134951","","Laajakoskentie 620 E","60.570404228472","26.834474726154","2","","0","","","","","0","",""
"134952","","Laajakoskentie 632 P","60.5712231859178","26.833112860662","2","","0","","","","","0","",""
"134953","","Laajakoskentie 685 I","60.5734105221931","26.8266322308893","2","","0","","","","","0","",""
"134954","","Laajakoskentie 692 L","60.573436332503","26.8257260658804","2","","0","","","","","0","",""
"134955","","Laajakoskentie 754 I","60.5760893870156","26.8176971587013","2","","0","","","","","0","",""
